ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
105,CRM Platform,Performance Issue,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Open,Web Form,Africa,Basic,28,20,1,50.81,1.26,2022-07-11,2022-07-21,False,True,Chinese,1,Individual,ac99ddec61b6,454.71
106,Web Portal,Payment Problem,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Low,Open,Phone,Asia,Basic,25,4,2,5.39,135.63,2022-09-28,2022-10-05,True,False,German,4,Individual,2d3dfc2b4a40,132.15
107,Subscription Service,Refund Request,There seems to be a discrepancy in my billing statement for this month.,The issue was escalated to engineering and resolved in the latest patch.,High,Open,Chat,Australia,Premium,50,0,3,15.19,146.06,2024-02-26,2024-03-02,True,False,German,2,Individual,486838756d07,211.09
108,Billing System,Performance Issue,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,Urgent,Pending Customer,Social Media,Africa,Free,2,18,1,1.49,52.56,2022-01-25,2022-01-30,True,False,German,7,Individual,c1b5450a97ba,380.22
109,Subscription Service,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Medium,Closed,Phone,South America,Free,20,13,2,4.64,21.6,2023-07-23,2023-07-24,False,True,English,3,Individual,6c9a1f95b094,122.11
110,Analytics Dashboard,Performance Issue,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,Medium,Pending Customer,Chat,Africa,Free,50,0,3,58.21,66.0,2022-12-02,2022-12-09,True,False,German,1,Small Business,1e5befdfa7ff,47.72
111,Subscription Service,Payment Problem,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Open,Email,Europe,Premium,25,4,2,67.08,205.94,2023-06-07,2023-06-19,False,True,Japanese,5,Individual,b4d9e72a321f,151.98
112,E-commerce Store,Bug Report,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,Low,Resolved,Phone,Asia,Enterprise,1,11,2,21.35,188.5,2022-04-18,2022-04-20,True,False,Spanish,3,Individual,9f83f7231f21,89.0
113,E-commerce Store,Login Issue,There seems to be a discrepancy in my billing statement for this month.,We have reset the account credentials and advised the customer to retry login.,High,Open,Chat,Australia,Enterprise,4,4,3,7.15,221.18,2023-12-11,2023-12-21,False,False,English,7,Individual,2a79413ee00a,465.55
114,E-commerce Store,Feature Request,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,High,Pending Customer,Web Form,Asia,Basic,9,18,1,11.61,40.29,2022-09-25,2022-09-28,False,False,French,8,Small Business,ff315c460076,405.98
115,Subscription Service,Feature Request,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,High,In Progress,Email,Africa,Enterprise,33,1,3,19.1,237.77,2022-07-05,2022-07-07,True,False,Spanish,8,Individual,a780e48b68df,320.37
116,Web Portal,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,High,Open,Email,North America,Enterprise,52,4,1,65.21,199.22,2023-04-01,2023-04-03,False,True,Spanish,7,Small Business,87cfed4f89e0,437.02
117,Analytics Dashboard,Bug Report,My subscription was cancelled without my request and I need clarification.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,In Progress,Email,Australia,Basic,42,9,4,29.96,132.61,2022-12-20,2022-12-25,True,True,German,9,Individual,b5d10dab519e,403.8
118,Billing System,Security Concern,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,High,Resolved,Phone,Europe,Basic,2,8,1,58.32,113.73,2024-01-06,2024-01-13,False,True,Japanese,5,Corporate,2baadfb41061,101.42
119,Billing System,Account Suspension,My subscription was cancelled without my request and I need clarification.,Subscription status corrected and confirmation email sent to customer.,High,Pending Customer,Social Media,North America,Premium,37,18,2,40.76,45.99,2023-12-28,2024-01-11,False,False,English,4,Corporate,e6cee6e80726,447.35
120,CRM Platform,Data Sync Issue,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Pending Customer,Email,North America,Basic,50,3,5,62.04,230.57,2022-01-02,2022-01-07,False,False,French,3,Individual,5053fce9e362,274.28
121,Subscription Service,Security Concern,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,Medium,Resolved,Phone,Africa,Basic,12,0,5,28.5,238.63,2022-12-23,2023-01-03,True,True,Spanish,8,Individual,5b1725894a4c,405.65
122,Mobile App,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,High,In Progress,Chat,Africa,Premium,51,3,1,3.94,105.73,2023-10-17,2023-10-19,False,True,French,2,Small Business,c37c5f5f4ece,449.08
123,CRM Platform,Login Issue,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,High,Open,Email,Asia,Basic,47,2,5,67.84,234.75,2022-05-31,2022-06-12,False,False,Chinese,3,Individual,2339aedff1e6,165.82
124,Analytics Dashboard,Security Concern,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,High,In Progress,Email,North America,Enterprise,10,1,3,0.77,21.94,2024-04-18,2024-04-29,False,True,Spanish,2,Small Business,5f5f71786927,63.93
125,E-commerce Store,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Medium,Pending Customer,Web Form,Asia,Free,17,14,4,19.33,201.06,2024-08-22,2024-08-29,True,True,Chinese,10,Individual,296960d571ad,121.69
126,Subscription Service,Security Concern,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,Urgent,Pending Customer,Email,South America,Free,33,18,5,57.73,162.93,2024-12-06,2024-12-12,True,True,Spanish,3,Individual,b0448327036f,219.28
127,CRM Platform,Account Suspension,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Open,Web Form,Australia,Premium,55,8,5,33.26,209.76,2023-02-18,2023-03-03,False,True,Chinese,2,Corporate,fa09e481f3a6,410.83
128,Cloud Storage,Refund Request,I am experiencing very slow performance while using the dashboard.,Bug logged internally and workaround shared with the customer.,Urgent,Open,Chat,Asia,Enterprise,3,12,3,49.87,12.78,2023-12-06,2023-12-20,False,False,French,5,Small Business,407ca011821d,431.76
129,Billing System,Performance Issue,I am experiencing very slow performance while using the dashboard.,Bug logged internally and workaround shared with the customer.,Low,In Progress,Web Form,Europe,Enterprise,49,16,3,59.2,124.15,2024-06-26,2024-07-08,True,True,Spanish,3,Individual,a861a418c1bc,13.41
130,CRM Platform,Performance Issue,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Closed,Web Form,Africa,Free,16,11,4,42.97,43.44,2024-07-23,2024-07-23,False,False,Japanese,5,Individual,118409473311,260.27
131,Analytics Dashboard,Bug Report,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,Urgent,Closed,Email,Africa,Basic,42,5,5,57.76,54.48,2023-03-15,2023-03-28,False,False,German,4,Small Business,36c123efbb9c,214.53
132,CRM Platform,Payment Problem,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,High,Pending Customer,Email,South America,Premium,41,10,3,19.17,170.95,2024-03-24,2024-04-02,False,True,English,6,Corporate,e1486101897c,118.83
133,Mobile App,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,Medium,Pending Customer,Chat,Africa,Enterprise,59,11,5,21.96,41.63,2023-08-29,2023-09-02,True,False,Japanese,9,Individual,8ee35b4fb4bc,68.73
134,CRM Platform,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,High,Closed,Phone,South America,Enterprise,4,20,5,41.99,149.34,2023-04-03,2023-04-14,False,True,Chinese,7,Individual,511514485e9b,175.43
135,Payment Gateway,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,Low,Resolved,Phone,Africa,Free,1,14,3,15.47,185.88,2024-04-18,2024-04-27,True,False,German,7,Small Business,dfd5061ce785,472.03
136,API Service,Performance Issue,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,Medium,Open,Email,Africa,Basic,45,11,3,9.72,92.67,2024-12-29,2025-01-01,False,True,French,9,Corporate,c03c7fa0ff1d,168.37
137,Payment Gateway,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,Urgent,Open,Chat,Europe,Basic,47,0,5,36.58,30.44,2022-10-02,2022-10-07,True,False,English,2,Corporate,00c0f3ed1702,264.21
138,Analytics Dashboard,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Urgent,In Progress,Chat,Africa,Free,20,13,1,47.87,65.52,2024-05-03,2024-05-10,True,False,English,2,Individual,021972ab5d22,354.48
139,E-commerce Store,Security Concern,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,High,In Progress,Email,Australia,Enterprise,22,7,1,1.41,22.27,2023-06-23,2023-07-06,True,False,English,5,Corporate,84cd2aa20c6d,188.18
140,Analytics Dashboard,Payment Problem,My subscription was cancelled without my request and I need clarification.,We have reset the account credentials and advised the customer to retry login.,High,Pending Customer,Web Form,Africa,Free,1,4,2,24.0,214.79,2024-08-08,2024-08-08,False,True,English,7,Small Business,25457ef533d7,486.17
141,Mobile App,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Open,Web Form,Australia,Enterprise,12,19,4,56.21,147.11,2024-05-13,2024-05-23,True,False,German,2,Small Business,fe410a7241f8,481.6
142,CRM Platform,Data Sync Issue,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,Low,Resolved,Chat,South America,Enterprise,10,17,5,4.4,154.77,2024-12-10,2024-12-22,True,False,German,4,Small Business,847bafc9611a,133.37
143,Cloud Storage,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Open,Web Form,South America,Enterprise,48,20,1,7.84,99.55,2024-02-15,2024-02-21,True,True,Chinese,8,Small Business,a22d469d87ae,253.65
144,Cloud Storage,Security Concern,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,High,Resolved,Email,North America,Basic,1,10,3,59.84,231.5,2024-07-19,2024-07-24,False,False,German,7,Individual,d18840a189bd,157.43
145,Subscription Service,Refund Request,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,High,Open,Web Form,North America,Free,50,14,4,47.58,229.53,2022-09-05,2022-09-19,True,False,Chinese,10,Small Business,441c78a517f0,149.57
146,Billing System,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,High,Closed,Web Form,South America,Basic,18,12,3,69.89,109.23,2022-12-22,2023-01-02,True,True,French,9,Corporate,5d0b06f2b04c,28.07
